Model Number,Item Name,Description,UPC Code,Estimated Lead Time (Days),List Price,My Price,Future Price Effective Date,Future List Price,Future My Price,Note on Estimated Lead Time,,,,,,,,
MSCL-VP153M-BL,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-BL,784276054881             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-BR,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-BR,784276054898             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-GR,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-GR,784276054935             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153MH-AL,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSO-MSCL-VP153MH-AL,784276055161             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153MH-IV,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSO-MSCL-VP153MH-IV,784276055178             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153MH-LA,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSO-MSCL-VP153MH-LA,784276055185             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-HT,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-HT,784276054959             ,75,67.20,33.60,2022-07-11,67.20,33.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153MH-WH,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSO-MSCL-VP153MH-WH,784276055192             ,75,57.20,28.60,2022-07-11,57.20,28.60, Estimated to ship in 15-23 wks,,,,,,,,
MSCL-VP153M-IV,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-IV,784276054966             ,75,57.20,28.60,2022-07-11,57.20,28.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-LA,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-LA,784276054973             ,75,57.20,28.60,2022-07-11,57.20,28.60, Estimated to ship in 15-23 wks,,,,,,,,
MSCL-VP153M-MN,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-MN,784276054997             ,75,67.20,33.60,2022-07-11,67.20,33.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-PD,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-PD,784276055024             ,75,67.20,33.60,2022-07-11,67.20,33.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-SW,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-SW,784276055079             ,75,67.20,33.60,2022-07-11,67.20,33.60, Estimated to ship in 15-23 wks,,,,,,,,
MSCL-VP153M-TP,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-TP,784276055093             ,75,67.20,33.60,2022-07-11,67.20,33.60,Ships in 15-16 weeks,,,,,,,,
MSCL-VP153M-WH,MAESTRO 150W LED VAC MULT,MAESTRO CL PIR VAC SENSOR-MSCL-VP153M-WH,784276055116             ,100,57.20,28.60,2022-07-11,57.20,28.60, Estimated to ship in 20-30 wks,,,,,,,,
MSC-S8AM-BI,MAESTRO 8A SWTCH MULT,MAESTRO SC 8 AMP SWITCH M-LO-MSC-S8AM-BI,027557082952             ,2,65.80,32.90,2022-07-11,65.80,32.90,Ships in 1-2 weeks,,,,,,,,
MSC-S8AM-HT,MAESTRO 8A SWTCH MULT,MAESTRO SC 8 AMP SWITCH-MSC-S8AM-HT,027557082976             ,5,65.80,32.90,2022-07-11,65.80,32.90,Ships in 1-2 weeks,,,,,,,,
MSC-S8AM-MN,MAESTRO 8A SWTCH MULT,MAESTRO SC 8 AMP SWITCH M-LO-MSC-S8AM-MN,027557082938             ,10,65.80,32.90,2022-07-11,65.80,32.90,Ships in 2-3 weeks,,,,,,,,
MSC-S8AM-PD,MAESTRO 8A SWTCH MULT,MAESTRO SC 8 AMP SWITCH PD-MSC-S8AM-PD,027557265867             ,2,65.80,32.90,2022-07-11,65.80,32.90,Ships in 1-2 weeks,,,,,,,,
MSC-S8AM-SW,MAESTRO 8A SWTCH MULT,MAESTRO SC 8 AMP SWITCH-MSC-S8AM-SW,027557082969             ,10,65.80,32.90,2022-07-11,65.80,32.90,Ships in 2-3 weeks,,,,,,,,
MSC-S8AM-TP,MAESTRO 8A SWTCH MULT,MAESTRO SC 8AMP SWITCH M-LOC-MSC-S8AM-TP,027557082921             ,10,65.80,32.90,2022-07-11,65.80,32.90,Ships in 2-3 weeks,,,,,,,,
MS-OPS2-AL,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-AL,027557982566             ,30,31.10,15.55,2022-07-11,31.10,15.55,Ships in 6-7 weeks,,,,,,,,
MS-OPS2-BI,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-BI,027557982580             ,40,41.10,20.55,2022-07-11,41.10,20.55, Estimated to ship in 8-12 wks,,,,,,,,
MS-OPS2-BL,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-BL,027557982597             ,65,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 13-20 wks,,,,,,,,
MS-OPS2-BR,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-BR,027557982603             ,45,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 9-14 wks,,,,,,,,
MS-OPS2-GR,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-GR,027557982641             ,50,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 10-11 wks,,,,,,,,
MS-OPS2H-AL,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2H-AL,027557983105             ,15,31.10,15.55,2022-07-11,31.10,15.55,Ships in 3-4 weeks,,,,,,,,
MS-OPS2H-IV,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2H-IV,027557983112             ,25,31.10,15.55,2022-07-11,31.10,15.55,Ships in 5-6 weeks,,,,,,,,
MS-OPS2H-LA,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2H-LA,027557983129             ,55,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 11-17 wks,,,,,,,,
MS-OPS2-HT,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-HT,027557982665             ,30,41.10,20.55,2022-07-11,41.10,20.55,Ships in 6-7 weeks,,,,,,,,
MS-OPS2H-WH,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2H-WH,027557983136             ,15,31.10,15.55,2022-07-11,31.10,15.55,Ships in 3-4 weeks,,,,,,,,
MS-OPS2-IV,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-IV,027557982672             ,65,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 13-20 wks,,,,,,,,
MS-OPS2-LA,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-LA,027557982689             ,30,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 6-7 wks,,,,,,,,
MS-OPS2-MN,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-MN,027557982702             ,30,41.10,20.55,2022-07-11,41.10,20.55,Ships in 6-7 weeks,,,,,,,,
MS-OPS2-PD,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-PD,027557982733             ,30,41.10,20.55,2022-07-11,41.10,20.55,Ships in 6-7 weeks,,,,,,,,
MS-OPS2-SW,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-SW,027557982788             ,65,41.10,20.55,2022-07-11,41.10,20.55, Estimated to ship in 13-20 wks,,,,,,,,
MS-OPS2-TP,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-TP,027557982801             ,30,41.10,20.55,2022-07-11,41.10,20.55,Ships in 6-7 weeks,,,,,,,,
MS-OPS2-WH,MAESTRO 2A OCC SP,MAESTRO PIR OCC 2A SWITCH-MS-OPS2-WH,027557982825             ,30,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 6-7 wks,,,,,,,,
MS-OPS2-WH-2,MAESTRO SENSOR 2PK WH,,784276287333             ,30,62.20,31.10,2022-07-11,62.20,31.10,Ships in 6-7 weeks,,,,,,,,
MS-OPS5M-AL,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-AL,027557983310             ,70,44.50,22.25,2022-07-11,44.50,22.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-BI,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-BI,027557983334             ,70,54.50,27.25,2022-07-11,54.50,27.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-BL,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-BL,027557983341             ,70,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 14-21 wks,,,,,,,,
MS-OPS5M-BR,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-BR,027557983358             ,70,44.50,22.25,2022-07-11,44.50,22.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-GR,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-GR,027557983396             ,70,44.50,22.25,2022-07-11,44.50,22.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5MH-AL,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5MH-AL,027557983853             ,60,44.50,22.25,2022-07-11,44.50,22.25,Ships in 12-13 weeks,,,,,,,,
MS-OPS5MH-IV,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5MH-IV,027557983860             ,60,44.50,22.25,2022-07-11,44.50,22.25,Ships in 12-13 weeks,,,,,,,,
MS-OPS5MH-LA,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5MH-LA,027557983877             ,60,44.50,22.25,2022-07-11,44.50,22.25,Ships in 12-13 weeks,,,,,,,,
MS-OPS5M-HT,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-HT,027557983419             ,70,54.50,27.25,2022-07-11,54.50,27.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5MH-WH,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5MH-WH,027557983884             ,60,44.50,22.25,2022-07-11,44.50,22.25,Ships in 12-13 weeks,,,,,,,,
MS-OPS5M-IV,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-IV,027557983426             ,70,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 14-21 wks,,,,,,,,
MS-OPS5M-LA,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-LA,027557983433             ,70,44.50,22.25,2022-07-11,44.50,22.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-MN,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-MN,027557983457             ,70,54.50,27.25,2022-07-11,54.50,27.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-PD,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-PD,027557983488             ,70,54.50,27.25,2022-07-11,54.50,27.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-SW,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-SW,027557983532             ,70,54.50,27.25,2022-07-11,54.50,27.25, Estimated to ship in 14-21 wks,,,,,,,,
MS-OPS5M-TP,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-TP,027557983556             ,70,54.50,27.25,2022-07-11,54.50,27.25,Ships in 14-15 weeks,,,,,,,,
MS-OPS5M-WH,MAESTRO 5A OCC 3WY,MAESTRO PIR OCC 5A SWITCH-MS-OPS5M-WH,027557983570             ,70,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 14-15 wks,,,,,,,,
MS-OPS6-DDV-AL,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-AL,784276066655             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-BI,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-BI,784276066679             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-BL,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-BL,784276066686             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-BR,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-BR,784276066693             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-GR,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-GR,784276066730             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-HT,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-HT,784276066754             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-IV,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-IV,784276066761             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-LA,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-LA,784276066778             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-MN,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-MN,784276068178             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-PD,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-PD,784276069540             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-SW,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-SW,784276069595             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-TP,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-TP,784276069618             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-OPS6-DDV-WH,MAESTRO DV 6A OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-OPS6-DDV-WH,784276066648             ,75,96.60,48.30,2022-07-11,96.60,48.30, Estimated to ship in 15-23 wks,,,,,,,,
MS-OPS6M2-DV-AL,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-AL,027557984065             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-BI,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-BI,027557984089             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-BL,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-BL,027557984096             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-BR,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-BR,027557984102             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-GR,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-GR,027557984140             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-HT,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-HT,027557984164             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-IV,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-IV,027557984171             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-LA,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-LA,027557984188             ,20,57.20,28.60,2022-07-11,57.20,28.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-MN,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-MN,027557984201             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-PD,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-PD,027557984232             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-SW,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-SW,027557984287             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-TP,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-TP,027557984300             ,20,67.20,33.60,2022-07-11,67.20,33.60,Ships in 4-5 weeks,,,,,,,,
MS-OPS6M2-DV-WH,MAESTRO DV 6A OCC 3WY,MSTRO PIR OCC 6A DV SWTC-MS-OPS6M2-DV-WH,027557984324             ,20,57.20,28.60,2022-07-11,57.20,28.60, Estimated to ship in 4-5 wks,,,,,,,,
MS-PPS6-DDV-AL,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-AL,784276069687             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-BI,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-BI,784276069700             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-BL,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-BL,784276069717             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-BR,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-BR,784276069724             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-GR,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-GR,784276069762             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-HT,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-HT,784276069786             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-IV,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-IV,784276069793             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-LA,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-LA,784276069809             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-MN,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-MN,784276069823             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-PD,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-PD,784276069854             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-SW,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-SW,784276069908             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-TP,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-TP,784276069922             ,20,106.60,53.30,2022-07-11,106.60,53.30,Ships in 4-5 weeks,,,,,,,,
MS-PPS6-DDV-WH,MAESTRO DV 6A PAR-OCC SP 2CIR,MAESTRO 2-CIR PIR SENSOR-MS-PPS6-DDV-WH,784276069670             ,20,96.60,48.30,2022-07-11,96.60,48.30,Ships in 4-5 weeks,,,,,,,,
MS-VPS2-AL,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-AL,027557982832             ,10,31.10,15.55,2022-07-11,31.10,15.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-BI,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-BI,027557982856             ,10,41.10,20.55,2022-07-11,41.10,20.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-BL,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-BL,027557982863             ,10,31.10,15.55,2022-07-11,31.10,15.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-BR,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-BR,027557982870             ,15,31.10,15.55,2022-07-11,31.10,15.55,Ships in 3-4 weeks,,,,,,,,
MS-VPS2-GR,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-GR,027557982917             ,20,31.10,15.55,2022-07-11,31.10,15.55,Ships in 4-5 weeks,,,,,,,,
MS-VPS2H-LA,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2H-LA,027557983167             ,10,31.10,15.55,2022-07-11,31.10,15.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-HT,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-HT,027557982931             ,10,41.10,20.55,2022-07-11,41.10,20.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2H-WH,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2H-WH,027557983174             ,30,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 6-9 wks,,,,,,,,
MS-VPS2-IV,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-IV,027557982948             ,10,31.10,15.55,2022-07-11,31.10,15.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-LA,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-LA,027557982955             ,25,31.10,15.55,2022-07-11,31.10,15.55, Estimated to ship in 5-8 wks,,,,,,,,
MS-VPS2-MN,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-MN,027557982979             ,10,41.10,20.55,2022-07-11,41.10,20.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-PD,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-PD,027557983006             ,10,41.10,20.55,2022-07-11,41.10,20.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-SW,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-SW,027557983051             ,20,41.10,20.55,2022-07-11,41.10,20.55, Estimated to ship in 4-6 wks,,,,,,,,
MS-VPS2-TP,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-TP,027557983075             ,10,41.10,20.55,2022-07-11,41.10,20.55,Ships in 2-3 weeks,,,,,,,,
MS-VPS2-WH,MAESTRO 2A VAC SP,MAESTRO PIR VAC 2A SWITCH-MS-VPS2-WH,027557983099             ,10,31.10,15.55,2022-07-11,31.10,15.55, Ships in 10 business days,,,,,,,,
MS-VPS5M-AL,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-AL,027557983587             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-BI,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-BI,027557983600             ,90,54.50,27.25,2022-07-11,54.50,27.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-BL,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-BL,027557983617             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-BR,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-BR,027557983624             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-GR,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-GR,027557983662             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5MH-AL,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5MH-AL,027557983891             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5MH-IV,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5MH-IV,027557983907             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
