Morris,601986217125,21712,"1/2"" Pull Caps (Pull-O-Penny)",100,Piece,0.1052,,,
Morris,601986217132,21713,"3/4"" Pull Caps (Pull-O-Penny)",100,Piece,0.1105,,,
Morris,601986217149,21714,1'' Pull Caps (Pull-O-Penny),100,Piece,0.1439,,,
Morris,601986217156,21715,"1-1/4"" Pull Cap (Pull-O-Penny)",50,Piece,0.2313,,,
Morris,601986217163,21716,"1-1/2"" Pull Caps (Pull-O-Penny",25,Piece,0.4085,,,
Morris,601986217170,21717,"2"" Pull Caps (Pull-O-Penny)",25,Piece,0.5596,,,
Morris,601986217217,21721,Knock Out Fillers 1/2,100,Piece,0.0748,,,
Morris,601986217224,21722,Knock Out Fillers 3/4,100,Piece,0.0967,,,
Morris,601986217231,21723,Knock Out Fillers 1,50,Piece,0.1167,,,
Morris,601986217323,21732,"1/2"" Plastic Bushings",100,Piece,0.0571,,,
Morris,601986217330,21733,"3/4"" Plastic Bushings",100,Piece,0.0636,,,
Morris,601986217347,21734,"1"" Plastic Bushings",50,Piece,0.0954,,,
Morris,601986217354,21735,"1-1/4"" Plastic Bushings",25,Piece,0.1378,,,
Morris,601986217361,21736,"1-1/2"" Plastic Bushings",25,Piece,0.2014,,,
Morris,601986217378,21737,"2"" Plastic Bushings",20,Piece,0.3392,,,
Morris,601986217385,21738,"2-1/2"" Plastic Bushings",1,Piece,0.56,,,
Morris,601986217392,21739,"3"" Plastic Bushings",1,Piece,0.71,,,
Morris,601986217408,21740,"3-1/2"" Plastic Bushings",1,Piece,0.80,,,
Morris,601986217415,21741,"4"" Plastic Bushings",1,Piece,0.93,,,
Morris,601986217422,21742,"5"" Plastic Bushings",1,Piece,4.55,,,
Morris,601986217439,21743,"6"" Plastic Bushings",1,Piece,5.48,,,
Morris,601986217521,21752,Anti Short Bushing #0 (35 Pack,1,Pack,1.28,,,
Morris,601986217538,21753,Anti Short Bushing #1(35 Pack),1,Pack,1.09,,,
Morris,601986217545,21754,Anti Short Bushing #2 (35 Pack,1,Pack,1.43,,,
Morris,601986217552,21755,Anti Short Bushing #3 (20 Pack,1,Pack,0.95,,,
Morris,601986217569,21756,Anti Short Bushing #4 (16 Pack,1,Pack,0.89,,,
Morris,601986217576,21757,Cable Stacker,25,Piece,0.3566,,,
Morris,601986217606,21760,Plastic Stud Bushings,25,Piece,0.1427,,,
Morris,601986217620,21762,"1/2"" Gray Rmx Conns w/Slot",50,Piece,0.2624,,,
Morris,601986217644,21764,"1/2"" Gray Romex Connectors",100,Piece,0.1443,,,
Morris,601986217651,21765,3 #6 to 3#8 Romex Connector,50,Piece,0.2806,,,
Morris,601986217668,21766,"1/2"" Yellow Romex Connectors",100,Piece,0.1443,,,
Morris,601986217729,21772,"Entrance Head SEU#8,1,#6,#4,,,
Morris,601986217736,21773,"Entrance Head SEU 1/0,1, 2/0",Piece,,,
Morris,601986217743,21774,"Entrance Head SEU 3/0,1, 4/0",Piece,,,
Morris,601986217828,21782,Entrance Head 1/2,1,Piece,7.95,,,
Morris,601986217835,21783,Entrance Head 3/4,1,Piece,9.01,,,
Morris,601986217842,21784,Entrance Head 1,1,Piece,10.07,,,
Morris,601986217859,21785,Entrance Head 1-1/4,1,Piece,10.60,,,
Morris,601986217866,21786,Entrance Head 1-1/2,1,Piece,12.72,,,
Morris,601986217873,21787,Entrance Head 2,1,Piece,20.14,,,
Morris,601986217903,21790,"1/2""Knockout Seal w/Screw&Bar",1,Piece,0.52,,,
Morris,601986217910,21791,"3/4""Knockout Seal w/Screw&Bar",1,Piece,0.77,,,
Morris,601986217927,21792,"1""Knockout Seal w/Screw&Bar",1,Piece,0.98,,,
Morris,601986217934,21793,"1.25""Knockout Seal w/Screw&Bar",1,Piece,1.36,,,
Morris,601986217941,21794,"1.5""Knockout Seal w/Screw&Bar",1,Piece,1.80,,,
Morris,601986217958,21795,"2""Knockout Seal w/Screw&Bar",1,Piece,2.34,,,
Morris,601986217965,21796,"2.5""Knockout Seal w/Screw&Bar",1,Piece,3.33,,,
Morris,601986217972,21797,"3""Knockout Seal w/Screw&Bar",1,Piece,4.99,,,
Morris,601986217989,21798,"3.5""Knockout Seal w/Screw&Bar",1,Piece,6.66,,,
Morris,601986217996,21799,"4""Knockout Seal w/Screw&Bar",1,Piece,8.33,,,
Morris,601986218009,21800,"1/2""Snap In Blank Knockout",1,Piece,0.11,,,
Morris,601986218016,21801,"3/4""Snap In Blank Knockout",1,Piece,0.14,,,
Morris,601986218023,21802,"1""Snap In Blank Knockout",1,Piece,0.25,,,
Morris,601986218030,21803,"1-1/4""Snap In Blank Knockout",1,Piece,0.30,,,
Morris,601986218047,21804,"1-1/2""Snap In Blank Knockout",1,Piece,0.46,,,
Morris,601986218054,21805,"2""Snap In Blank Knockout",1,Piece,0.63,,,
Morris,601986218139,21813,1/2 PVC Liquid Tite Fitting,1,Piece,0.82,,,
Morris,601986218146,21814,3/4 PVC Liquid Tite Fitting,1,Piece,1.17,,,
Morris,601986218153,21815,"1""  PVC Liquid Tite Fitting",1,Piece,1.71,,,
Morris,601986218160,21816,"1-1/4"" PVC Liquid Tite Fitting",1,Piece,3.15,,,
Morris,601986218177,21817,"1-1/2"" PVC Liquid Tite Fitting",1,Piece,4.36,,,
Morris,601986218184,21818,"2""  PVC Liquid Tite Fitting",1,Piece,7.61,,,
Morris,601986218238,21823,1/2 90 PVC Liquid Tite Fitting,1,Piece,1.26,,,
Morris,601986218245,21824,3/4 90 PVC Liquid Tite Fitting,1,Piece,1.95,,,
Morris,601986218252,21825,"1"" 90 PVC Liquid Tite Fitting",1,Piece,3.91,,,
Morris,601986218269,21826,"1-1/4"" 90 PVC Liquid Tite Fitt",1,Piece,6.19,,,
Morris,601986218276,21827,"1-1/2"" 90 PVC Liquid Tite Fitt",1,Piece,7.56,,,
Morris,601986218283,21828,"2"" 90 PVC Liquid Tite Fitt",1,Piece,11.09,,,
Morris,601986218306,21830,"2""Mast Support Clamp 2.5""bolt",1,Piece,6.68,,,
Morris,601986218313,21831,"2.5""Mast Supp Clamp 2.5""bolt",1,Piece,9.17,,,
Morris,601986218337,21833,"1.25""-3""Conduit Support Univ",1,Piece,7.83,,,
Morris,601986218351,21835,"2""Conduit Support Split Ring",1,Piece,7.14,,,
Morris,601986218368,21836,"2.5""Conduit Support Split Ring",1,Piece,8.36,,,
Morris,601986218375,21837,"3""Conduit Support Split Ring",1,Piece,12.29,,,
Morris,601986218382,21838,"3.5""Conduit Support Split Ring",1,Piece,14.79,,,
Morris,601986218399,21839,"4""Conduit Support Split Ring",1,Piece,14.79,,,
Morris,601986218405,21840,"1/2""Pipe Clamp U Bolts",1,Piece,0.75,,,
Morris,601986218412,21841,"3/4""Pipe Clamp U Bolts",1,Piece,0.80,,,
Morris,601986218429,21842,"1""Pipe Clamp U Bolts",1,Piece,0.83,,,
Morris,601986218436,21843,"1-1/4""Pipe Clamp U Bolts",1,Piece,0.90,,,
Morris,601986218443,21844,"1-1/2""Pipe Clamp U Bolts",1,Piece,0.94,,,
Morris,601986218450,21845,"2""Pipe Clamp U Bolts",1,Piece,1.23,,,
Morris,601986218467,21846,"2-1/2""Pipe Clamp U Bolts",1,Piece,1.55,,,
Morris,601986218474,21847,"3""Pipe Clamp U Bolts",1,Piece,1.58,,,
Morris,601986218481,21848,"3-1/2""Pipe Clamp U Bolts",1,Piece,2.07,,,
Morris,601986218498,21849,"4""Pipe Clamp U Bolts",1,Piece,2.11,,,
Morris,601986218504,21850,"3/8""Right Angle Pipe Clamp",1,Piece,2.19,,,
Morris,601986218511,21851,"1/2""Right Angle Pipe Clamp",1,Piece,2.19,,,
Morris,601986218528,21852,"3/4""Right Angle Pipe Clamp",1,Piece,2.29,,,
Morris,601986218535,21853,"1""Right Angle Pipe Clamp",1,Piece,2.49,,,
Morris,601986218542,21854,"1-1/4""Right Angle Pipe Clamp",1,Piece,2.79,,,
Morris,601986218559,21855,"1-1/2""Right Angle Pipe Clamp",1,Piece,3.11,,,
Morris,601986218566,21856,"2""Right Angle Pipe Clamp",1,Piece,4.55,,,
Morris,601986218573,21857,"2-1/2""Right Angle Pipe Clamp",1,Piece,4.81,,,
Morris,601986218610,21861,"1/2"" Parallel Pipe Clamp",1,Piece,3.18,,,
Morris,601986218627,21862,"3/4"" Parallel Pipe Clamp",1,Piece,3.36,,,
Morris,601986218634,21863,"1"" Parallel Pipe Clamp",1,Piece,3.83,,,
Morris,601986218641,21864,"1-1/4"" Parallel Pipe Clamp",1,Piece,4.36,,,
Morris,601986218658,21865,"1-1/2"" Parallel Pipe Clamp",1,Piece,4.94,,,
Morris,601986218665,21866,"2"" Parallel Pipe Clamp",1,Piece,6.41,,,
Morris,601986218672,21867,"2-1/2"" Parallel Pipe Clamp",1,Piece,6.60,,,
Morris,601986218689,21868,"3"" Parallel Pipe Clamp",1,Piece,6.99,,,
Morris,601986218696,21869,"3-1/2"" Parallel Pipe Clamp",1,Piece,7.40,,,
Morris,601986218702,21870,"4"" Parallel Pipe Clamp",1,Piece,7.85,,,
Morris,601986218719,21871,"1/2"" Pipe Edge Clamp",1,Piece,4.38,,,
Morris,601986218726,21872,"3/4"" Pipe Edge Clamp",1,Piece,4.66,,,
Morris,601986218733,21873,"1"" Pipe Edge Clamp",1,Piece,5.14,,,
Morris,601986218740,21874,"1-1/4"" Edge Pipe Clamp",1,Piece,6.20,,,
Morris,601986218757,21875,"1-1/2"" Edge Pipe Clamp",1,Piece,6.73,,,
Morris,601986218764,21876,"2"" Edge Pipe Clamp",1,Piece,9.56,,,
Morris,601986218771,21877,"2-1/2"" Edge Pipe Clamp",1,Piece,11.67,,,
Morris,601986218788,21878,"3"" Edge Pipe Clamp",1,Piece,14.78,,,
Morris,601986218924,21892,Porcelain Wireholder - Lt Duty,1,Piece,2.14,,,
Morris,601986218948,21894,Porcelain Wireholder- Md Duty,1,Piece,3.83,,,
Morris,601986218962,21896,Porc Wireholder Reinforced,1,Piece,4.44,,,
Morris,601986218979,21897,"With 2"" Pipe Hanger",1,Piece,6.58,,,
Morris,601986218986,21898,Porc Wireholder Adjustable,1,Piece,7.52,,,
Morris,601986218993,21899,"3/8""x 5"" Porcelin Wire Holder",1,Piece,5.11,,,
Morris,601986220002,22000,22-18 Pre-Insul Crimp Lg pk,100,Piece,0.0392,,,
Morris,601986220026,22002,22-14 Pre-Insul Crimp lg pk,100,Piece,0.0525,,,
Morris,601986220040,22004,22-10 Pre-Insul Crimp Lg pk,100,Piece,0.0949,,,
Morris,601986220101,22010,.06-.39 Spiral Wrap,1,Piece,6.13,,,
Morris,601986220118,22011,.16-.98 Spiral Wrap,1,Piece,6.51,,,
Morris,601986220125,22012,.24-1.18 Spiral Wrap,1,Piece,8.83,,,
Morris,601986220132,22013,.30-1.18 Spiral Wrap,1,Piece,11.38,,,
Morris,601986220149,22014,.35-1.26 Spiral Wrap,1,Piece,13.67,,,
Morris,601986220156,22015,.47-1.38 Spiral Wrap,1,Piece,18.55,,,
Morris,601986220163,22016,.59-1.97 Spiral Wrap,1,Piece,20.43,,,
Morris,601986220170,22017,.79-3.94 Spiral Wrap,1,Piece,29.55,,,
Morris,601986220224,22022,2 Pole Terminal Strip,1,Piece,3.24,,,
Morris,601986220231,22023,3 Pole Terminal Strip,1,Piece,3.84,,,
Morris,601986220248,22024,4 Pole Terminal Strip,1,Piece,4.46,,,
Morris,601986220262,22026,6 Pole Terminal Strip,1,Piece,5.07,,,
Morris,601986220286,22028,8 Pole Terminal Strip,1,Piece,5.67,,,
Morris,601986220309,22030,10 Pole Terminal Strip,1,Piece,6.26,,,
Morris,601986220323,22032,12 Pole Terminal Strip,1,Piece,6.89,,,
Morris,601986220330,22033,2 Pole Terminal Block 10A,1,Piece,2.85,,,
Morris,601986220347,22034,4 Pole Terminal Block 10A,1,Piece,4.02,,,
Morris,601986220354,22035,6 Pole Terminal Block 10A,1,Piece,4.54,,,
Morris,601986220361,22036,8 Pole Terminal Block 10A,1,Piece,5.11,,,
Morris,601986220378,22037,10 Pole Terminal Block 10A,1,Piece,5.64,,,
Morris,601986220385,22038,12 Pole Terminal Block 10A,1,Piece,6.22,,,
Morris,601986220422,22042,2 Pole Terminal Block 20A,1,Piece,3.07,,,
Morris,601986220439,22043,4 Pole Terminal Block 20A,1,Piece,4.23,,,
Morris,601986220446,22044,6 Pole Terminal Block 20A,1,Piece,4.84,,,
Morris,601986220453,22045,8 Pole Terminal Block 20A,1,Piece,5.39,,,
Morris,601986220460,22046,10 Pole Terminal Block 20A,1,Piece,5.96,,,
Morris,601986220477,22047,12 Pole Terminal Block 20A,1,Piece,6.54,,,
Morris,601986220491,22049,Terminal Block Jumper 10A,10,Piece,0.6540,,,
Morris,601986220507,22050,Terminal Block Jumper 20A,10,Piece,0.8115,,,
Morris,601986220514,22051,Terminal Block Jumper 30A,10,Piece,0.9932,,,
Morris,601986220521,22052,20 Amp Terminal Block,1,Piece,1.40,,,
Morris,601986220545,22054,30 Amp Terminal Block,1,Piece,1.70,,,
Morris,601986220569,22056,30 Amp Terminal Block,1,Piece,3.00,,,
Morris,601986220583,22058,50 Amp Terminal Block,1,Piece,4.02,,,
Morris,601986220804,22080,Copper Crimp 18-10,100,Piece,0.0911,,,
Morris,601986220811,22081,Copper Crimp 14-8,100,Piece,0.1858,,,
Morris,601986220828,22082,Steel Crimp 18-10,100,Piece,0.0388,,,
Morris,601986220835,22083,Steel Crimp  14-8,100,Piece,0.0592,,,
Morris,601986221009,22100,22-18 Pre-Insulate Crimp Sm Pk,25,Piece,0.0510,,,
Morris,601986221023,22102,22-14 Pre-Insul Crimp Sm Pk,25,Piece,0.0697,,,
Morris,601986221047,22104,22-10 Pre-Insul Crimp Sm Pk,25,Piece,0.1239,,,
Morris,601986221108,22110,.06-.39 UV Spiral Wrap,1,Piece,6.13,,,
Morris,601986221115,22111,.16-.98 UV Spiral Wrap,1,Piece,6.51,,,
Morris,601986221122,22112,.24-1.18 UV Spiral Wrap,1,Piece,8.83,,,
Morris,601986221139,22113,.30-1.18 UV Spiral Wrap,1,Piece,11.38,,,
Morris,601986221146,22114,.35-1.26 UV Spiral Wrap,1,Piece,13.67,,,
Morris,601986221153,22115,.47-1.38 UV Spiral Wrap,1,Piece,18.55,,,
Morris,601986221160,22116,.59-1.97 UV Spiral Wrap,1,Piece,20.43,,,
Morris,601986221177,22117,.79-3.94UV Spiral Wrap,1,Piece,29.55,,,
Morris,601986221221,22122,2 Pole Terminal Strip (2 Pack),1,Pack,7.78,,,
Morris,601986221238,22123,3 Pole Terminal Strip (2 Pack),1,Pack,9.20,,,
Morris,601986221245,22124,4 Pole Terminal Strip (2 Pack),1,Pack,10.68,,,
Morris,601986221269,22126,6Pole Terminal Strip (2 Pack),1,Pack,12.09,,,
Morris,601986221283,22128,8 Pole Terminal Strip (2 Pack),1,Pack,13.62,,,
Morris,601986221306,22130,10 Pole Terminal Strip (2 Pack,1,Pack,15.02,,,
Morris,601986221320,22132,12 Pole Terminal Strip (2 Pack,1,Pack,16.48,,,
Morris,601986221528,22152,20 Amp Terminal Block (2 Pack),1,Pack,3.52,,,
Morris,601986221542,22154,30 Amp Terminal Block (2 Pack),1,Pack,4.12,,,
Morris,601986221566,22156,35 Amp Terminal Block (2 Pack),1,Pack,6.31,,,
Morris,601986221580,22158,50 Amp Terminal Block (2 Pack),1,Pack,8.14,,,
Morris,601986221603,22160,PE Spriral Wrap .06-.39  100',1,Piece,18.34,,,
Morris,601986221610,22161,PE Spiral Wrap .16-.98 100',1,Piece,19.15,,,
Morris,601986221627,22162,PE Spiral Wrap .24-1.18 100',1,Piece,25.51,,,
Morris,601986221634,22163,PE Sprial Wrap .30-1.18 100',1,Piece,33.75,,,
Morris,601986221641,22164,PE Spiral Wrap .35 -1.26 100',1,Piece,36.70,,,
Morris,601986221658,22165,PE Spiral Wrap .47-1.38 100',1,Piece,43.98,,,
Morris,601986221665,22166,PE Sprial Wrap .59-1.97 100',1,Piece,60.17,,,
Morris,601986221672,22167,PE Spiral Wrap .79-3.94 100',1,Piece,78.24,,,
Morris,601986221702,22170,Nylon Sprial Wrap .16-.98 33',1,Piece,16.25,,,
Morris,601986221719,22171,Nylon Spiral Wrap .24-1.18 33',1,Piece,21.65,,,
Morris,601986221726,22172,Nylon Spiral Wrap .30-1.18 33',1,Piece,30.64,,,
Morris,601986221733,22173,Nylon Spiral Wrap .35-1.26 33',1,Piece,32.83,,,
Morris,601986221740,22174,Nylon Spiral Wrap .47-1.38 33',1,Piece,40.50,,,
Morris,601986221757,22175,Nylon Spiral Wrap .59-1.97 33',1,Piece,64.40,,,
Morris,601986221764,22176,Nylon Spiral Wrap .79-3.94 33',1,Piece,78.78,,,
Morris,601986221801,22180,Nyl Spiral Wrap .16-.98 100',1,Piece,57.79,,,
Morris,601986221825,22182,Nyl Spiral Wrap .30-1.18 100',1,Piece,107.22,,,
Morris,601986221832,22183,Nyl Spiral Wrap .35-1.26 100',1,Piece,114.88,,,
Morris,601986221849,22184,Nyl Sprial Wrap .47-1.38 100',1,Piece,140.32,,,
Morris,601986221856,22185,Nyl Spiral Wrap .59-1.97 100',1,Piece,199.14,,,
Morris,601986221863,22186,Nyl Sprial Wrap .79-3.94 100',1,Piece,273.02,,,
Morris,601986222006,22200,"Grmmt Edging < .003"" Pnl Thcknss",1,Piece,19.91,,,
Morris,601986222013,22201,"Grmmt Edging .003""-.039"" Pnl Thcknss ",1,Piece,19.71,,,
Morris,601986222020,22202,"Grmmt Edging .039""-.047"" Pnl Thcknss",1,Piece,19.71,,,
Morris,601986222037,22203,"Grmmt Edging .047""-.063"" Pnl Thcknss",1,Piece,19.71,,,
Morris,601986222044,22204,"Grmmt Edging .063""-.079"" Pnl Thcknss",1,Piece,22.18,,,
Morris,601986222051,22205,"Grmmt Edging .079""-.094"" Pnl Thcknss",1,Piece,22.18,,,
Morris,601986222068,22206,"Grmmt Edging .094""-.126"" Pnl Thcknss",1,Piece,24.64,,,
Morris,601986222075,22207,"Grmmt Edging .126""- 177"" Pnl Thcknss",1,Piece,24.64,,,
Morris,601986222129,22212,.29 ID Split Flex Tubing,1,Piece,32.01,,,
Morris,601986222143,22214,.42 ID Split Flex Tubing,1,Piece,41.85,,,
Morris,601986222167,22216,.59 ID Split Flex Tubing,1,Piece,57.39,,,
Morris,601986222181,22218,.79 ID Split Flex Tubing,1,Piece,64.02,,,
Morris,601986222204,22220,.98 ID Split Flex Tubing,1,Piece,78.78,,,
Morris,601986222228,22222,1.23 ID Split Flex Tubing,1,Piece,182.01,,,
Morris,601986222242,22224,1.56 ID Split Flex Tubing,1,Piece,248.46,,,
Morris,601986222303,22230,"1/4"" NPT Gland 2H .078-.122",1,Piece,2.29,,,
Morris,601986222310,22231,"3/8"" NPT Gland 2H .064-.102",1,Piece,2.63,,,
Morris,601986222327,22232,"3/8"" NPT Gland 2H .078-.122",1,Piece,2.63,,,
Morris,601986222334,22233,"3/8"" NPT Gland 2H .119-.161",1,Piece,2.63,,,
Morris,601986222341,22234,"1/2"" NPT Gland 2H .064-.102",1,Piece,3.05,,,
Morris,601986222358,22235,"1/2"" NPT Gland 2H .098-.170",1,Piece,3.05,,,
Morris,601986222365,22236,"1/2"" NPT Gland 2H .130-.138",1,Piece,3.05,,,
Morris,601986222372,22237,"1/2"" NPT Gland 2H .157-.240",1,Piece,3.05,,,
Morris,601986222389,22238,"3/4"" NPT Gland 2H .098-.138",1,Piece,4.57,,,
Morris,601986222396,22239,"3/4"" NPT Gland 2H .138-.200",1,Piece,4.57,,,
Morris,601986222402,22240,"3/4"" NPT Gland 2H .200-.256",1,Piece,4.57,,,
Morris,601986222419,22241,"3/4"" NPT Gland 2H .252-.343",1,Piece,4.57,,,
Morris,601986222426,22242,"1"" NPT Gland 2H .142-.205",1,Piece,7.77,,,
Morris,601986222433,22243,"1"" NPT Gland 2H .200-.256",1,Piece,7.77,,,
Morris,601986222440,22244,"1"" NPT Gland 2H .252-.343",1,Piece,7.77,,,
Morris,601986222457,22245,"1"" NPT Gland 2H .303-.394",1,Piece,7.77,,,
Morris,601986222464,22246,"1-1/4"" NPT Gland 2H .276-.354",1,Piece,8.61,,,
Morris,601986222471,22247,"1-1/4"" NPT Gland 2H .433-.512",1,Piece,8.71,,,
Morris,601986222488,22248,"1/4"" NPT Gland 3H .063-.102",1,Piece,2.29,,,
Morris,601986222495,22249,"3/8"" NPT Gland 3H .063-.102",1,Piece,2.63,,,
Morris,601986222501,22250,"3/8"" NPT Gland 3H .118-.165",1,Piece,2.60,,,
Morris,601986222518,22251,"1/2"" NPT Gland 3H .078-.118",1,Piece,3.05,,,
Morris,601986222525,22252,"1/2"" NPT Gland 3H .118-.165",1,Piece,3.05,,,
Morris,601986222532,22253,"1/2"" NPT Gland 3H .138-.205",1,Piece,3.05,,,
Morris,601986222549,22254,"3/4"" NPT Gland 3H .102-.142",1,Piece,4.54,,,
Morris,601986222556,22255,"3/4"" NPT Gland 3H .142-.205",1,Piece,4.57,,,
Morris,601986222563,22256,"3/4"" NPT Gland 3H .189-.244",1,Piece,4.57,,,
Morris,601986222570,22257,"3/4"" NPT Gland 3H .244-.315",1,Piece,4.57,,,
Morris,601986222587,22258,"1"" NPT Gland 3H .142-.205",1,Piece,7.70,,,
Morris,601986222594,22259,"1"" NPT Gland 3H .189-.244",1,Piece,7.77,,,
Morris,601986222600,22260,"1"" NPT Gland 3H .244-.315",1,Piece,7.77,,,
Morris,601986222617,22261,"1"" NPT Gland 3H .303-.394",1,Piece,7.77,,,
Morris,601986222624,22262,"1-1/4"" NPT Gland 3H .256-.327",1,Piece,8.71,,,
Morris,601986222631,22263,"1-1/4"" NPT GLAND 3H .303-.394",1,Piece,8.71,,,
Morris,601986222648,22264,"1/4"" NPT Gland 4H .051-.091",1,Piece,2.29,,,
Morris,601986222655,22265,"3/8"" NPT Gland 4H .051-.091",1,Piece,2.60,,,
Morris,601986222662,22266,"3/8"" NPT Gland 4H .094-.134",1,Piece,2.63,,,
Morris,601986222679,22267,"1/2"" NPT Gland 4H .055-.094",1,Piece,3.05,,,
Morris,601986222686,22268,"1/2"" NPT Gland 4H .094-.134",1,Piece,3.05,,,
Morris,601986222693,22269,"1/2"" NPT Gland 4H .134-.189",1,Piece,3.05,,,
Morris,601986222709,22270,"3/4"" NPT Gland 4H .063-.098",1,Piece,4.57,,,
Morris,601986222716,22271,"3/4"" NPT Gland 4H .098-.142",1,Piece,4.57,,,
Morris,601986222723,22272,"3/4"" NPT Gland 4H .150-.205",1,Piece,4.57,,,
Morris,601986222730,22273,"3/4"" NPT Gland 4H .220-.287",1,Piece,4.57,,,
Morris,601986222747,22274,"1"" NPT Gland 4H .079-.122",1,Piece,7.77,,,
Morris,601986222754,22275,"1"" NPT Gland 4H .118-.161",1,Piece,7.77,,,
Morris,601986222761,22276,"1"" NPT Gland 4H .150-.205",1,Piece,7.77,,,
Morris,601986222778,22277,"1"" NPT Gland 4H .220-.287",1,Piece,7.77,,,
Morris,601986222785,22278,"1"" NPT Gland 4H .276-.354",1,Piece,7.77,,,
Morris,601986222792,22279,"1-1/4"" NPT Gland 4H .394-.472",1,Piece,8.71,,,
Morris,601986222808,22280,"3/8"" NPT Gland 5H .079-.110",1,Piece,2.63,,,
Morris,601986222815,22281,"1/2"" NPT Gland 5H .051-.079",1,Piece,3.05,,,
Morris,601986222822,22282,"1/2"" NPT Gland 5H .079-.110",1,Piece,3.05,,,
Morris,601986222839,22283,"1/2"" NPT Gland 5H .118-.161",1,Piece,3.05,,,
Morris,601986222846,22284,"3/4"" NPT Gland 5H .047-.079",1,Piece,4.54,,,
Morris,601986222853,22285,"3/4"" NPT Gland 5H .079-.122",1,Piece,4.57,,,
Morris,601986222860,22286,"3/4"" NPT Gland 5H .118-.161",1,Piece,4.57,,,
Morris,601986222877,22287,"3/4"" NPT Gland 5H .142-.181",1,Piece,4.57,,,
