Manufacturer,UPC,Catalog Number,Description,Carton QTY,Unit Measure, List Price , Net Price ,Special Net Price,Special Net Price 2,Special Net Price 3
Cooper Wiring,32664745843,AHTR8200B,TR Rec HG Dup 15A125V2P3W Str B/Swire BR,10,e, $18.76 , $6.57 ,,,
Cooper Wiring,32664745850,AHTR8200GY,TR Rec HG Dup 15A125V2P3W Str B/Swire GY,10,e, $18.76 , $6.57 ,,,
Cooper Wiring,32664745867,AHTR8200RD,TR Rec HG Dup 15A125V2P3W Str B/Swire RD,10,e, $18.76 , $6.57 ,,,
Cooper Wiring,32664745874,AHTR8200V,TR Rec HG Dup 15A125V2P3W Str B/Swire IV,10,e, $18.76 , $6.57 ,,,
Cooper Wiring,32664745881,AHTR8200W,TR Rec HG Dup 15A125V2P3W Str B/Swire WH,10,e, $18.76 , $6.57 ,,,
Cooper Wiring,32664745898,AHTR8300B,TR Rec HG Dup 20A125V2P3W Str B/Swire BR,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745904,AHTR8300BK,TR Rec HG Dup 20A125V2P3W Str B/Swire BK,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745911,AHTR8300GY,TR Rec HG Dup 20A125V2P3W Str B/Swire GY,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745928,AHTR8300LA,TR Rec HG Dup 20A125V2P3W Str B/Swire LA,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745935,AHTR8300RD,TR Rec HG Dup 20A125V2P3W Str B/Swire RD,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745942,AHTR8300V,TR Rec HG Dup 20A125V2P3W Str B/Swire IV,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745959,AHTR8300W,TR Rec HG Dup 20A125V2P3W Str B/Swire WH,10,e, $19.70 , $6.90 ,,,
Cooper Wiring,32664745966,AHTRIG5262GY,TR Rec Dup IG 15A125V2P3W BrStrp B&S GY,10,e, $14.24 , $4.98 ,,,
Cooper Wiring,32664745973,AHTRIG5262RD,TR Rec Dup IG 15A125V2P3W BrStrp B&S RD,10,e, $14.24 , $4.98 ,,,
Cooper Wiring,32664745980,AHTRIG5262RN,TR Rec Dup IG 15A125V2P3W BrStrp B&S OR,10,e, $14.24 , $4.98 ,,,
Cooper Wiring,32664745997,AHTRIG5262V,TR Rec Dup IG 15A125V2P3W BrStrp B&S IV,10,e, $14.24 , $4.98 ,,,
Cooper Wiring,32664746000,AHTRIG5262W,TR Rec Dup IG 15A125V2P3W BrStrp B&S WH,10,e, $14.24 , $4.98 ,,,
Cooper Wiring,32664746017,AHTRIG5362BK,TR Rec Duplex IG 20A 125V2P3W Str B&S BK,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664746024,AHTRIG5362GY,TR Rec Duplex IG 20A 125V2P3W Str B&S GY,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664746031,AHTRIG5362RD,TR Rec Duplex IG 20A 125V2P3W Str B&S RD,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664746048,AHTRIG5362RN,TR Rec Duplex IG 20A 125V2P3W Str B&S OR,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664746055,AHTRIG5362V,TR Rec Duplex IG 20A 125V2P3W Str B&S IV,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664746062,AHTRIG5362W,TR Rec Duplex IG 20A 125V 2P3W Str B&S W,10,e, $15.23 , $5.33 ,,,
Cooper Wiring,32664706783,AIM06-A,"Smart Dimmer, INC/MLV, 600W-120V, AL", ,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706851,AIM10-A,"Smart Dimmer, INC/MLV, 1000W-120V, A",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706868,AIM10-B,"Smart Dimmer, INC/MLV, 1000W-120V, B",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706875,AIM10-BK,"Smart Dimmer, INC/MLV, 1000W-120V, BK",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664714627,AIM10-C1,"Smart Dimmer, INC/MLV, 1000W-120V, AVW",6,e, $39.43 , $29.57 ,,,
Cooper Wiring,32664714634,AIM10-C2,"Smart Dimmer, INC/MLV, 1000W-120V, LAVW",6,e, $39.43 , $29.57 ,,,
Cooper Wiring,32664706882,AIM10-GY,"Smart Dimmer, INC/MLV, 1000W-120V, GY",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706899,AIM10-LA,"Smart Dimmer, INC/MLV, 1000W-120V, LA",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706905,AIM10-V,"Smart Dimmer, INC/MLV, 1000W-120V, V",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664706912,AIM10-W,"Smart Dimmer, INC/MLV, 1000W-120V, W",6,e, $35.84 , $26.88 ,,,
Cooper Wiring,32664714702,AMC-A-BP,"Master Dimmer Change Kit, AL",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714719,AMC-B-BP,"Master Dimmer Change Kit, BR",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714726,AMC-BK-BP,"Master Dimmer Change Kit, BK",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714733,AMC-GY-BP,"Master Dimmer Change Kit, GY",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714740,AMC-LA-BP,"Master Dimmer Change Kit, LA",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714757,AMC-V-BP,"Master Dimmer Change Kit, V",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714764,AMC-W-BP,"Master Dimmer Change Kit, W",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714771,ARC-A-BP,"Accessory Dimmer Change Kit, AL",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714788,ARC-B-BP,"Accessory Dimmer Change Kit, BR",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714795,ARC-BK-BP,"Accessory Dimmer Change Kit, BK",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714801,ARC-GY-BP,"Accessory Dimmer Change Kit, GY",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714818,ARC-LA-BP,"Accessory Dimmer Change Kit, LA",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714825,ARC-V-BP,"Accessory Dimmer Change Kit, V",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664714832,ARC-W-BP,"Accessory Dimmer Change Kit, W",15,e, $2.94 , $2.79 ,,,
Cooper Wiring,32664707063,ARD-A,Almond Remote dimmer 120VAC,6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707452,ARD-A-K,"Remote dimmer 120VAC, A (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707070,ARD-B,"Remote dimmer 120VAC, B (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707469,ARD-B-K,"Remote dimmer 120VAC, B (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707087,ARD-BK,"Remote dimmer 120VAC, BK (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707476,ARD-BK-K,"Remote dimmer 120VAC, BK (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664714689,ARD-C1,"Accessory dimmer 120VAC, (up to 5), AVW",6,e, $31.54 , $23.66 ,,,
Cooper Wiring,32664736438,ARD-C1-K-L,"Remote dimmer 120VAC -W,V,A (up to 5)",3,e, $31.54 , $23.66 ,,,
Cooper Wiring,32664714696,ARD-C2,"Accessory dimmer 120VAC, (up to 5), LAVW",6,e, $31.54 , $23.66 ,,,
Cooper Wiring,32664736445,ARD-C2-K-L,"Remote dimmer 120VAC -W,V,LA (up to 5)",3,e, $31.54 , $23.66 ,,,
Cooper Wiring,32664707094,ARD-GY,"Remote dimmer 120VAC, GY (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707483,ARD-GY-K,"Remote dimmer 120VAC, GY (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707100,ARD-LA,"Remote dimmer 120VAC, LA (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707490,ARD-LA-K,"Remote dimmer 120VAC, LA (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707117,ARD-V,"Remote dimmer 120VAC, V (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707506,ARD-V-K,"Remote dimmer 120VAC, V (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707124,ARD-W,"Remote dimmer 120VAC, W (up to 5)",6,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664707513,ARD-W-K,"Remote dimmer 120VAC, W (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664747724,ARD-W-K-L,"Remote dimmer 120VAC, W (up to 5)",4,e, $28.67 , $21.50 ,,,
Cooper Wiring,32664757884,AT18HM-W-L,ASTRONOMICAL TIMER,6,e, $29.50 , $22.13 ,,,
Cooper Wiring,40893646732,B2001,Safety Spring for Bus Drop Grips 40-Lbs,75,e, $11.54 , $4.62 ,,,
Cooper Wiring,40893646749,B2002,Safety Spring for Bus Drop Grips 80-Lbs,10,e, $21.66 , $8.66 ,,,
Cooper Wiring,40893646596,BDS22,"Supp Grip BusDrop Single Eye 0.22-0.32""",10,e, $15.79 , $6.32 ,,,
Cooper Wiring,40893646602,BDS30,"Supp Grip BusDrop Single Eye 0.30-0.43""", ,e, $18.25 , $7.30 ,,,
Cooper Wiring,40893679709,BDS30SST,"Grip Bus Drop Single Eye .30-.43"" SS",10,e, $29.97 , $11.99 ,,,
Cooper Wiring,40893646619,BDS41,"Supp Grip BusDrop Single Eye 0.41-0.56""",50,e, $20.79 , $8.32 ,,,
Cooper Wiring,40893682211,BDS41SST,"Grip Bus Drop Single Eye .41-.56"" SS",10,e, $35.50 , $14.20 ,,,
Cooper Wiring,40893646626,BDS53,"Supp Grip BusDrop Single Eye 0.53-0.73""",50,e, $25.44 , $10.18 ,,,
Cooper Wiring,40893687223,BDS53SST,"Grip Bus Drop Single Eye .53-.73"" SS",10,e, $44.45 , $17.78 ,,,
Cooper Wiring,40893646633,BDS70,"Supp Grip BusDrop Single Eye 0.70-0.85""",50,e, $28.82 , $11.53 ,,,
Cooper Wiring,40893646640,BDS82,"Supp Grip BusDrop Single Eye 0.82-1.00""",50,e, $29.39 , $11.76 ,,,
Cooper Wiring,40893684376,BDS82SST,"Grip Bus Drop Single Eye .82-1.00"" SS",10,e, $48.36 , $19.34 ,,,
Cooper Wiring,40893646657,BDS96,"Supp Grip BusDrop Single Eye 0.96-1.25""",50,e, $31.18 , $12.47 ,,,
Cooper Wiring,40893682228,BDS96SST,"Grip Bus Drop Single Eye .96-1.25"" SS",10,e, $54.38 , $21.75 ,,,
Cooper Wiring,40893646664,BDU22,"Supp Grip BusDrop Lock Bale 0.22-0.32""",10,e, $27.11 , $10.84 ,,,
Cooper Wiring,40893646671,BDU30,"Supp Grip BusDrop Lock Bale 0.30-0.43""",10,e, $30.72 , $12.29 ,,,
Cooper Wiring,40893646688,BDU41,"Supp Grip BusDrop Lock Bale 0.41-0.56""",10,e, $33.99 , $13.60 ,,,
Cooper Wiring,40893646695,BDU53,"Supp Grip BusDrop Lock Bale 0.53-0.73""",10,e, $36.69 , $14.68 ,,,
Cooper Wiring,40893646701,BDU70,"Supp Grip BusDrop Lock Bale 0.70-0.85""",50,e, $44.77 , $17.91 ,,,
Cooper Wiring,40893646718,BDU82,"Supp Grip BusDrop Lock Bale 0.82-1.00""",50,e, $45.25 , $18.10 ,,,
Cooper Wiring,40893646725,BDU96,"Supp Grip BusDrop Lock Bale 0.96-1.25""",50,e, $47.26 , $18.90 ,,,
Cooper Wiring,32664768774,BIM1W-F-L,"1G Multi Brush Insert, White",20,e, $10.24 , $7.48 ,,,
Cooper Wiring,40893627236,BL1,Boot 20/30A 4/5W HartLock Plg 2-5/16  YL,10,e, $14.90 , $12.22 ,,,
Cooper Wiring,40893100036,BL2,Boot 20/30A 4/5W HartLock Con 2-5/16  YL,10,e, $16.98 , $13.92 ,,,
Cooper Wiring,40893100074,BM1,BOOT 20/30A 3W HARTLOCK PLUGS 2-1/8 inch,10,e, $14.90 , $12.22 ,,,
Cooper Wiring,32664662539,BM1BK,"Boot 20/30A 3W HartLock Plugs 2-1/8"" BK",10,e, $14.90 , $12.22 ,,,
Cooper Wiring,40893100098,BM2,Boot 20/30A 3W HartLock Conns 2-1/8  YL,10,e, $16.98 , $13.92 ,,,
Cooper Wiring,32664662546,BM2BK,"Boot 20/30A 3W HartLock Conns 2-1/8"" BK",10,e, $16.98 , $13.92 ,,,
Cooper Wiring,32664121807,BP1147B,Grounding Tap 3 Outlet 15A 125V BR,100,e, $18.79 , $15.97 ,,,
Cooper Wiring,32664547744,BP1147LTW,Grounding Tap LT 3 Outlet 15A 125V WH,100,e, $8.28 , $7.87 ,,,
Cooper Wiring,32664121906,BP1147V,Grounding Tap 3 Outlet 15A 125V IV,100,e, $10.21 , $8.68 ,,,
Cooper Wiring,32664350900,BP1147W,Grounding Tap 3 Outlet 15A 125V WH,100,e, $8.16 , $6.94 ,,,
Cooper Wiring,32664122408,BP1198,Socket Btm TK 660W 250V Phen Body BK,100,e, $8.16 , $6.94 ,,,
Cooper Wiring,32664489853,BP1219V,Adapt Grd 3 Outlet W/Grd Lug 15A 125V IV,100,e, $6.03 , $5.13 ,,,
Cooper Wiring,32664547478,BP1219W,Adapt Grd 3 Outlet W/Grd Lug 15A 125V WH,100,e, $6.39 , $6.07 ,,,
Cooper Wiring,32664103605,BP145,Socket Pigtail Rubber WP 660W600V #14 BK,100,e, $6.31 , $5.36 ,,,
Cooper Wiring,32664124006,BP1482V,Cube Tap 3 Outlet 15A 125V Grounding IV,100,e, $6.01 , $5.11 ,,,
Cooper Wiring,32664125003,BP1709,Plug Thermo Rubber 15A 125V 2P3W Str  BK,100,e, $10.37 , $9.85 ,,,
Cooper Wiring,32664125102,BP1723,Plug Thermo Rubber 15A 125V 2P2W Str  BK,100,e, $7.44 , $7.07 ,,,
Cooper Wiring,32664352508,BP1747B,Tap 3 Outlet 15A 125V 2P2W Polarized BR,100,e, $6.56 , $6.23 ,,,
Cooper Wiring,32664352607,BP1747V,Tap 3 Outlet 15A 125V 2P2W Polarized IV,100,e, $4.16 , $3.66 ,,,
Cooper Wiring,32664356100,BP1747W,Tap 3 Outlet 15A 125V 2P2W Polarized WH,100,e, $4.16 , $3.66 ,,,
Cooper Wiring,32664138805,BP183W-SP-L,Plug Rubber 15A125V 2P2W Str  Non-Pol WH,16,e, $6.07 , $5.34 ,,,
Cooper Wiring,32664125805,BP1912B-SP-L,Plug Flat Hndl 15A125V2P2W Thermo Str BR,18,e, $3.13 , $2.75 ,,,
Cooper Wiring,32664139000,BP222,Conn Thermo Rubber 15A 125V 2P3W Str BK,100,e, $2.70 , $1.24 ,,,
Cooper Wiring,32664104404,BP224,Conn Thermo Rubber 15A 125V 2P2W Str BK,100,e, $10.59 , $4.87 ,,,
Cooper Wiring,32664539404,BP2601-6W-SP,Plug Easy Install 10A 125V 2P2W Polar WH,10,e, $1.60 , $1.52 ,,,
Cooper Wiring,32664539411,BP2601B-SP,Plug Easy Install 10A125V 2P2W NonPol BR,10,e, $9.46 , $8.99 ,,,
Cooper Wiring,32664539428,BP2601W-SP,Plug Easy Install 10A125V 2P2W NonPol WH,10,e, $1.54 , $1.46 ,,,
Cooper Wiring,32664539497,BP2607B-SP,Conn Cord End Sgl 10A 125V 2P2W Polar BR,10,e, $1.54 , $1.46 ,,,
Cooper Wiring,32664539503,BP2607W-SP,Conn Cord End Sgl 10A 125V 2P2W Polar WH,10,e, $1.60 , $1.52 ,,,
Cooper Wiring,32664539572,BP29CL-SP,Cap Child Safety ThermoplasticCL(8/Card),10,e, $1.49 , $1.42 ,,,
Cooper Wiring,32664129001,BP3123BK,"Plug 15A 125V 2P2W Round .406""Dia Str BK",100,e, $2.51 , $2.38 ,,,
Cooper Wiring,32664133503,BP331BB,Ball Chain #6 3' W/End Bell & Conn Brass,100,e, $3.66 , $3.48 ,,,
Cooper Wiring,32664352003,BP331NP,Ball Chain #6 3' W/End Bell &Conn Nickel,100,e, $2.86 , $2.72 ,,,
Cooper Wiring,32664577529,BP3487-4RN,Conn 15A 125V 2P3W Str HiVis AutoGrip OR,5,e, $18.74 , $8.62 ,,,
Cooper Wiring,32664577536,BP3867-4GN,Plug 15A 125V 2P3W Str HiVis AutoGrip GN,5,e, $18.74 , $8.62 ,,,
Cooper Wiring,32664547676,BP399O,Plug 15A 125V 2P3W Str Thermoplastic OR,100,e, $9.42 , $4.33 ,,,
Cooper Wiring,32664141706,BP410B-SP-L,Switch Feed-Thru 3A120V for #18 SPT-1 BR,10,e, $6.17 , $5.43 ,,,
Cooper Wiring,32664141904,BP410W-SP-L,Switch Feed-Thru 3A120V for #18 SPT-1 WH,10,e, $2.45 , $2.16 ,,,
Cooper Wiring,32664107801,BP419GY,Adaptor 2P Polarized to 3W Grounding GY,100,e, $2.59 , $2.28 ,,,
Cooper Wiring,32664196201,BP4400B,Cube Tap 3 Outlet 15A 125V 2P2W Pol BR,100,e, $1.91 , $1.68 ,,,
Cooper Wiring,32664196300,BP4400W,Cube Tap 3 Outlet 15A 125V 2P2W Pol WH,100,e, $2.96 , $2.60 ,,,
Cooper Wiring,32664578632,BP4404V,Plug-In Switch 15A125V 2P2W Polarized IV,10,e, $11.95 , $10.52 ,,,
Cooper Wiring,32664578649,BP4404W,Plug-In Switch 15A125V 2P2W Polarized WH,10,e, $5.76 , $5.07 ,,,
Cooper Wiring,32664101205,BP45FS2,"Starter for 18"" 15Watt/24"" 20Watt Bulbs",100,e, $5.18 , $4.56 ,,,
Cooper Wiring,32664101304,BP45FS4,"Starter for 36"" 30Watt/48"" 40Watt Bulbs",100,e, $5.20 , $4.58 ,,,
Cooper Wiring,32664130502,BP4867,Plug 15A 125V 2P3W Vinyl Str YL,100,e, $15.20 , $14.44 ,,,
Cooper Wiring,32664130601,BP4887,Conn 15A 125V 2P3W Vinyl Str YL,100,e, $9.05 , $8.60 ,,,
Cooper Wiring,32664114601,BP700V,"Socket Adap Dual Med Base Keyless ""Y"" IV",100,e, $3.08 , $2.71 ,,,
Cooper Wiring,32664400803,BP700W,"Socket Adap Dual Med Base Keyless ""Y"" WH",100,e, $5.59 , $4.75 ,,,
Cooper Wiring,32664114700,BP715B,Socket Adap Med Base W/2Recp Keyless BR,100,e, $12.20 , $10.74 ,,,
Cooper Wiring,32664114809,BP715V,Socket Adap Med Base W/2Recp Keyless IV,100,e, $4.35 , $3.83 ,,,
Cooper Wiring,32664114908,BP718B,Socket Adap Med BaseW/2Recp PullChain BR,100,e, $17.17 , $15.11 ,,,
Cooper Wiring,32664115004,BP718V,Socket Adap Med BaseW/2Recp PullChain IV,100,e, $6.13 , $5.39 ,,,
Cooper Wiring,32664115707,BP738B,Adaptor 2P2W Plug to Med Base Socket BR,100,e, $6.13 , $5.39 ,,,
Cooper Wiring,32664115806,BP738V,Adaptor 2P2W Plug to Med Base Socket IV,100,e, $3.37 , $2.97 ,,,
Cooper Wiring,32664116506,BP758B,Adaptor Med Socket to 2P2W Pol Outlet BK,100,e, $3.37 , $2.97 ,,,
Cooper Wiring,32664700248,BP758B-2,Adaptor MedSocket 2P2W Pol Outlet BR 2PK,100,e, $2.30 , $2.02 ,,,
Cooper Wiring,32664133909,BP84BK-SP,Plug Angle Rubber 15A 125V 2P2W Str BK,15,e, $1.37 , $1.21 ,,,
Cooper Wiring,32664118005,BP850V,Night Light - Plug-In IV,100,e, $3.68 , $3.50 ,,,
Cooper Wiring,32664346101,BP850W,Night Light - Plug-In WH,100,e, $3.68 , $3.50 ,,,
Cooper Wiring,32664194702,BP851BGE,Night Light - Automatic Plug-In IV,50,e, $3.68 , $3.24 ,,,
Cooper Wiring,32664570629,BP851W,Night Light - Automatic Plug-In WH,50,e, $9.36 , $8.24 ,,,
Cooper Wiring,32664119002,BP914,Circuit Tester with Leads,100,e, $9.55 , $8.40 ,,,
Cooper Wiring,32664119101,BP917ABD,"Electrolier Metal Shell Lampholder, Medi",100,e, $4.30 , $3.78 ,,,
Cooper Wiring,32664119408,BP925ABD,Lampholder Med Base 3-Way Turn Knob ABD,100,e, $6.75 , $5.94 ,,,
Cooper Wiring,32664662881,BP933B,Switch FeedThru Cord 3A 120V Flat/Rnd BR,100,e, $7.07 , $6.22 ,,,
Cooper Wiring,32664662898,BP933V,Switch FeedThru Cord 3A 120V Flat/Rnd IV,100,e, $6.27 , $5.52 ,,,
Cooper Wiring,32664119705,BP940ABD,Lampholder Med Base OneCkt Push Thru ABD,100,e, $6.69 , $5.89 ,,,
Cooper Wiring,32664119804,BP942,Socket Interior Push-Thru,100,e, $6.12 , $5.39 ,,,
Cooper Wiring,32664348204,BP968,Socket W/Hickey Keyless Med Base Phen BK,50,e, $5.56 , $4.89 ,,,
Cooper Wiring,32664570186,BP980ABD,Lampholder Med Base OneCkt PullChain ABD,100,e, $4.28 , $3.64 ,,,
Cooper Wiring,32664547713,BP993O,Conn 15A 125V 2P3W Str Rubber OR,100,e, $7.55 , $3.47 ,,,
Cooper Wiring,32664560118,BR15A,Recp Duplex 15A 125V 2P3W B/Swire Str AL,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664750700,BR15B,Recp Duplex 15A 125V 2P3W B/Swire Str BR,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664515040,BR15B-SP-L,Recp Duplex 15A 125V 2P3W B/Swire Str BR,26,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664750717,BR15BK,Recp Duplex 15A 125V 2P3W B/Swire Str BK,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664745706,BR15BK-BU;1,FLUSH STRAP COMM SPEC GRADE REC. 15A,100,e, $5.82 , $3.96 ,,,
Cooper Wiring,32664562600,BR15BK-SP-L,Recp Duplex 15A 125V 2P3W B/Swire Str BK,26,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664515071,BR15GY,Recp Duplex 15A 125V 2P3W B/Swire Str GY,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664583131,BR15LA,Recp Duplex 15A 125V 2P3W B/Swire Str LA,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664749810,BR15LA-10-L,Recp Dplx 15A 125V 2P3W B/Swire LA 10PK,5,e, $26.66 , $18.13 ,,,
Cooper Wiring,32664747007,BR15LA-SP-L2,Recp Duplex 15A 125V 2P3W B/Swire Str LA,60,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664750694,BR15V,Recp Duplex 15A 125V 2P3W B/Swire Str IV,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664749827,BR15V-10-L,Recp Dplx 15A 125V 2P3W B/Swire IV 10PK,5,e, $26.66 , $18.13 ,,,
Cooper Wiring,32664515057,BR15V-SP-L,Recp Duplex 15A 125V 2P3W B/Swire Str IV,80,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664747014,BR15V-SP-L2,Recp Duplex 15A 125V 2P3W B/Swire Str IV,60,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664733536,BR15VM,Recp Duplex 15A 125V 2P3W Str B/Swire V,20,e, $6.23 , $4.24 ,,,
Cooper Wiring,32664750687,BR15W,Recp Duplex 15A 125V 2P3W B/Swire Str WH,100,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664749834,BR15W-10-L,Recp Dplx 15A 125V 2P3W B/Swire WH 10PK,5,e, $26.66 , $18.13 ,,,
Cooper Wiring,32664515064,BR15W-SP-L,Recp Duplex 15A 125V 2P3W B/Swire Str WH,80,e, $2.95 , $2.01 ,,,
Cooper Wiring,32664707629,BR15WZ,Recp Dup 15A 125V B/Swire Str WH No Ears,50,e, $6.27 , $4.26 ,,,
Cooper Wiring,32664560132,BR20A,Recp Duplex 20A 125V 2P3W Str B/Swire AL,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664750755,BR20B,Recp Duplex 20A 125V 2P3W Str B/Swire BR,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664736605,BR20B-BU,Recp Duplex 20A 125V 2P3W Str B/Swire B,25,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664515088,BR20B-SP-L,Recp Duplex 20A 125V 2P3W Str B/Swire BR,10,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664747021,BR20B-SP-L2,Recp Duplex 20A 125V 2P3W Str B/Swire BR,12,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664750762,BR20BK,Recp Duplex 20A 125V 2P3W Str B/Swire BK,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664587627,BR20BK-BU;1,FLUSH STRAP COMM SPEC GRADE RECEPT.,100,e, $5.82 , $3.96 ,,,
Cooper Wiring,32664562617,BR20BK-SP-L,Recp Duplex 20A 125V 2P3W Str B/Swire BK,26,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664730139,BR20BKM,Recp Duplex 20A 125V 2P3W Str B/Swire BK,20,e, $7.28 , $4.95 ,,,
Cooper Wiring,32664730122,BR20BM,Recp Duplex 20A 125V 2P3W Str B/Swire B,20,e, $7.28 , $4.95 ,,,
Cooper Wiring,32664707650,BR20BZ,Recp Dup 20A 125V B/Swire Str BR No Ears,50,e, $7.28 , $4.95 ,,,
Cooper Wiring,32664515118,BR20GY,Recp Duplex 20A 125V 2P3W Str B/Swire GY,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664535482,BR20GY-BU;3,"REC, COMM. SPEC. GRADE W/O EARS&MTG SCRS",100,e, $5.82 , $3.96 ,,,
Cooper Wiring,32664730146,BR20GYM,Recp Duplex 20A 125V 2P3W Str B/Swire GY,20,e, $7.28 , $4.95 ,,,
Cooper Wiring,32664750748,BR20LA,Recp Duplex 20A 125V 2P3W Str B/Swire LA,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664749858,BR20LA-10-L,Recp Dplx 20A 125V 2P3W B/Swire LA 10PK,5,e, $31.24 , $21.24 ,,,
Cooper Wiring,32664583148,BR20LA-SP-L,Recp Duplex 20A 125V 2P3W Str B/Swire LA,26,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664730153,BR20LAM,Recp Duplex 20A 125V 2P3W Str B/Swire WH,20,e, $7.28 , $4.95 ,,,
Cooper Wiring,32664654312,BR20RD,Recp Duplex 20A 125V 2P3W Str B/Swire RD,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664730160,BR20RDM,Recp Duplex 20A 125V 2P3W Str B/Swire RD,20,e, $10.11 , $6.87 ,,,
Cooper Wiring,32664750731,BR20V,Recp Duplex 20A 125V 2P3W Str B/Swire IV,100,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664749865,BR20V-10-L,Rec Dplx 20A125V 2P3W B/Swire IV 10 pack,5,e, $31.24 , $21.24 ,,,
Cooper Wiring,32664587696,BR20V-BU;1,FLUSH STRAP COMM SPEC GRADE RECEPT.,100,e, $5.82 , $3.96 ,,,
Cooper Wiring,32664747038,BR20V-CP-L,Rec Duplx 20A125V 2P3W B/Swire IV 10PK,50,e, $31.24 , $21.24 ,,,
Cooper Wiring,32664515095,BR20V-SP-L,Recp Duplex 20A 125V 2P3W Str B/Swire IV,26,e, $3.46 , $2.35 ,,,
Cooper Wiring,32664730177,BR20VM,Recp Duplex 20A 125V 2P3W Str B/Swire V,20,e, $10.11 , $6.87 ,,,
Cooper Wiring,32664750724,BR20W,Recp Duplex 20A 125V 2P3W Str B/Swire WH,100,e, $3.46 , $2.35 ,,,
